524.409	525.487	xmri_00BE	
525.487	526.493	xmri_00BF	
526.493	530.879	xmri_00C0	
530.879	532.456	xmri_00C1	
532.456	534.045	xmri_00C2	
534.045	535.711	xmri_00C3	
535.711	537.935	xmri_00C4	
537.935	539.529	xmri_00C5	
539.529	541.098	xmri_00C6	
541.098	542.601	xmri_00C7	
542.601	544.101	xmri_00C8	
544.101	551.698	xmri_00C9	
551.698	556.455	xmri_00CA	
556.455	562.405	xmri_00CB	
562.405	564.930	xmri_00CC	
564.930	566.512	xmri_00CD	
566.512	573.022	xmri_00CE	
573.022	574.173	xmri_00CF	
